A,HA_GT0_LT2,HLD,DE	25650 	23560 	14260 	12010 	10720 	9570 	8820 
A,HA_GT0_LT2,HLD,DK	560 	510 	520 	310 	360 	1510 	: 
A,HA_GT0_LT2,HLD,EE	4810 	2900 	2210 	1770 	1410 	220 	260 
A,HA_GT0_LT2,HLD,EL	407610 	420480 	367160 	358970 	346830 	247350 	201830 
A,HA_GT0_LT2,HLD,ES	296490 	274710 	270280 	253410 	238920 	262840 	200080 i
A,HA_GT0_LT2,HLD,EU27_2020	: 	6441190 	5751750 	4703000 	4394810 	3733840 	: 
A,HA_GT0_LT2,HLD,FI	1730 	1730 	1440 	880 	770 	590 	: 
A,HA_GT0_LT2,HLD,FR	74620 	63870 	66580 	51590 	48200 	38220 	32140 
A,HA_GT0_LT2,HLD,HR	: 	88680 	119060 	60700 	50810 	55870 	58120 
A,HA_GT0_LT2,HLD,HU	531430 	452340 	412740 	334760 	243120 	90850 	57870 
A,HA_GT0_LT2,HLD,IE	1720 	1500 	2210 	2380 	2520 	1280 	: 
A,HA_GT0_LT2,HLD,IS	: 	: 	50 	: 	: 	30 	: 
A,HA_GT0_LT2,HLD,IT	851470 	831900 	819360 	277910 	389410 	438140 	: 
A,HA_GT0_LT2,HLD,LT	26460 	31740 	32310 	24250 	22330 	24010 	20660 i
A,HA_GT0_LT2,HLD,LU	260 	230 	200 	180 	160 	140 	130 
A,HA_GT0_LT2,HLD,LV	29050 	18500 	9590 	17630 	12370 	13790 	: 
A,HA_GT0_LT2,HLD,ME	: 	: 	35270 	: 	: 	: 	: 
A,HA_GT0_LT2,HLD,MK	: 	: 	: 	127560 	: 	: 	: 
A,HA_GT0_LT2,HLD,MT	9680 	9670 	10790 	7600 	7580 	6030 	6600 
A,HA_GT0_LT2,HLD,NL	10450 	8770 	8000 	6930 	4330 	3790 	3590 
